0x1FB1E0,0x04,1,0x02195F,0x15,1,0x0095ED,0xFD,1
0x002B2D,0x08,2,0x0860EC,0x54,1,0x042422,0xDF,1
0x06E3CC,0x20,2,0x1E26CC,0x57,1,0x160BD3,0xFB,2
0x0A8BFE,0x10,2,0x034817,0x45,2,0x0C0555,0xF7,3
0x14B49C,0x20,2,0x0EC96F,0x51,2,0x0C8557,0xF7,3
0x0A9283,0x01,3,0x1DD7F2,0x5D,2,0x192DCC,0xF7,4
0x0E8ACE,0x08,3,0x08A41B,0x54,3,0x039E5B,0xFE,5
0x04B891,0x10,4,0x10A05E,0x75,3,0x17BA73,0xFD,6
0x04D0EE,0x10,4,0x137C44,0x5D,3,0x153FDF,0xFD,7
0x089D55,0x40,4,0x001FD1,0xD5,4,0x036A07,0x7F,8
0x104F46,0x02,4,0x00FFD1,0x51,4,0x03AA05,0x7F,8
0x121355,0x10,4,0x048AB0,0x51,5,0x03AA07,0x7F,8
0x0176FE,0x40,5,0x0B2ADA,0x75,5,0x1DFF0B,0xEF,8
0x19889C,0x80,5,0x019B43,0x5D,6,0x07F038,0xEF,9
0x1E9A6D,0x10,5,0x019B45,0x5D,6,0x116CD4,0xFE,10
0x06539A,0x80,6,0x06EA4F,0x57,6,0x1586F2,0xBF,10
0x0B9713,0x08,6,0x17ADEA,0x5D,7,0x1F11C5,0xEF,10
0x1C9A61,0x02,7,0x040B76,0x15,8,0x013EB6,0xBF,11
0x11F58F,0x04,8,0x14F408,0x15,9,0x0202B1,0xDF,11
0x1EA577,0x20,9,0x166146,0x45,9,0x16908C,0xBF,12
0x06C318,0x08,10,0x105E67,0x57,10,0x03B641,0xFD,13
0x0D5624,0x08,10,0x109E67,0x57,10,0x07B5E6,0xDF,13
0x1F2EED,0x10,11,0x1B4CED,0x45,11,0x104E6C,0xFB,14
0x01E6ED,0x40,12,0x0F990F,0x51,12,0x104E6E,0xFB,14
0x145808,0x10,12,0x17698A,0x5D,12,0x108E6E,0xFB,14
0x0449B4,0x10,13,0x17B792,0x5D,12,0x17EDDD,0xEF,14
0x0489B4,0x10,13,0x0D99B1,0x54,13,0x1722BD,0xFD,15
0x058969,0x08,13,0x185C41,0x45,13,0x138F1B,0xDF,16
0x0CD3AB,0x80,13,0x189C43,0x45,13,0x190DA2,0xF7,16
0x1B2E8B,0x08,13,0x059A97,0x45,14,0x1F02D4,0x7F,16
0x0B5A49,0x10,14,0x1777BE,0x15,14,0x190CFA,0xF7,17
0x0B9A49,0x10,14,0x0225A3,0xD5,15,0x19ECFA,0xFB,17
0x048B75,0x40,15,0x045C78,0xD5,16,0x1C6FBD,0xFD,17
0x100B21,0x01,16,0x06A635,0xD5,16,0x0AECB5,0xFD,18
0x1DE371,0x10,16,0x07A1D4,0x51,16,0x16C298,0xFE,19
0x1C6FC4,0x20,17,0x0C0A05,0x51,17,0x12A3FE,0xF7,20
0x1E1D5A,0x40,17,0x0CEA05,0x5D,17,0x00EC4D,0xEF,21
0x097F72,0x20,18,0x07F188,0x57,18,0x053238,0xDF,21
0x097F74,0x20,18,0x0C44C5,0x15,19,0x0E8FDE,0xFD,21
0x147277,0x02,19,0x0E3729,0x51,19,0x0F45FD,0xFB,21
0x0676E0,0x20,20,0x0ED729,0x51,20,0x1E0724,0xFE,22
0x0D23AF,0x10,20,0x009231,0x51,21,0x1E0726,0xFE,22
0x0D27A8,0x10,20,0x05F1DB,0x57,22,0x023424,0xFD,23
0x0DC3AF,0x10,20,0x08C0FB,0x54,22,0x02D424,0xFD,23
0x0DC7A8,0x10,20,0x1DD0FC,0x57,23,0x104E29,0xBF,23
0x11F4D2,0x04,20,0x0D5744,0x54,24,0x172505,0xF7,23
0x123501,0x08,21,0x11317C,0x15,24,0x17C505,0xF7,23
0x0BDBF3,0x02,22,0x1C1F49,0x45,25,0x106218,0xFB,24
0x134ED9,0x40,22,0x025477,0x5D,26,0x09A724,0xFE,25
0x138ED9,0x40,22,0x1959F8,0x5D,26,0x18FDCA,0xDF,26
0x14B8C6,0x80,22,0x1C75FA,0x5D,27,0x0A2E13,0xDF,27
0x195BB6,0x80,22,0x0D6C22,0x57,28,0x00DE77,0xBF,28
0x197136,0x10,22,0x0636A9,0x5D,29,0x0DEA2E,0xBF,28
0x199BB6,0x80,22,0x0EA0E0,0x75,30,0x12DC14,0xFB,29
0x11607E,0x01,23,0x110A27,0x51,30,0x12DC16,0xFB,29
0x11A079,0x01,23,0x16276A,0x15,31,0x156A24,0xEF,29
0x11A07E,0x01,23,0x16676A,0x15,31,0x15AA20,0xEF,29
0x152AD6,0x20,23,0x066352,0x5D,32,0x15AA22,0xEF,29
0x15CAD1,0x20,23,0x095B0C,0x45,32,0x1D2169,0xF7,30
0x15CAD6,0x20,23,0x098874,0x57,32,0x10C3DD,0xBF,31
0x12EBB2,0x08,24,0x0CFBB5,0x54,32,0x1EA4E9,0xEF,31
0x028DA7,0x02,25,0x16452D,0x45,33,0x19C81B,0xBF,32
0x0A6A75,0x08,25,0x057379,0x57,34,0x0D5F36,0xDF,33
0x10DDCD,0x04,25,0x1AA5A2,0x45,35,0x11B044,0xEF,33
0x1A0666,0x20,25,0x1DDD4C,0xD5,36,0x098E58,0xBF,34
0x16E239,0x10,26,0x00FE0D,0x5D,37,0x176B92,0xBF,35
0x14ABEF,0x08,27,0x1AAC28,0x54,38,0x091681,0xFB,36
0x14F135,0x40,27,0x0137E9,0x57,39,0x139027,0xFD,37
0x1CDB00,0x01,27,0x05DCCE,0x5D,40,0x0119A0,0xF7,38
0x1C7427,0x10,28,0x1B5924,0x54,40,0x15EAE3,0xDF,38
0x1D1478,0x40,28,0x138259,0x15,41,0x096BC9,0xFD,39
0x0DCBA7,0x01,29,0x1F5826,0x45,41,0x1241B0,0xBF,39
0x1E4A96,0x02,30,0x1F9826,0x45,41,0x141349,0x7F,39
0x002E09,0x40,31,0x1770F2,0xD5,42,0x1ABC50,0xEF,40
0x0DD7DD,0x10,31,0x1E4308,0x57,42,0x04F674,0xFD,41
0x1CEDBE,0x08,32,0x1377B8,0x45,43,0x0F0ABE,0xFE,41
0x0ABE62,0x04,33,0x1377BA,0x45,43,0x0049D6,0xFB,42
0x03B299,0x01,34,0x13B7B8,0x45,43,0x0ACCB9,0xFB,43
0x0BB46F,0x01,35,0x13B7BA,0x45,43,0x1F6444,0xF7,43
0x157D9A,0x04,35,0x004A94,0x54,44,0x0ECC95,0x7F,44
0x157D9C,0x04,35,0x08396F,0xD5,45,0x0F85FD,0xDF,44
0x15BD9A,0x04,35,0x101BED,0xD5,46,0x07474B,0xDF,45
0x15BD9C,0x04,35,0x10BA62,0x5D,46,0x199737,0xF7,46
0x1904C3,0x02,35,0x135FA7,0x15,46,0x1C497E,0x7F,47
0x000DAC,0x02,36,0x051A7D,0x51,48,0x17C9F8,0xBF,48
0x02DAF1,0x20,36,0x0CE4A9,0x57,48,0x04683C,0xFE,49
0x0CB3A5,0x80,36,0x099BA9,0x75,49,0x0C5404,0x7F,50
0x176450,0x40,36,0x0F5C13,0x75,50,0x105472,0xBF,50
0x1D0379,0x01,36,0x0F9C13,0x75,50,0x109470,0xBF,50
0x1D8379,0x01,36,0x1B6F4C,0x15,50,0x1D9370,0xBF,51
0x0B545E,0x08,37,0x03BFE7,0x5D,51,0x1D9372,0xBF,51
0x13645C,0x10,37,0x1159B2,0x15,52,0x144819,0xBF,52
0x15F2E7,0x02,37,0x120930,0x5D,52,0x0E4723,0xFB,53
0x04F370,0x10,38,0x14B835,0x75,53,0x18C15C,0xDF,53
0x168BD0,0x40,38,0x0A4C4B,0x54,54,0x071EEC,0xFE,54
0x19D7B1,0x80,38,0x0CEB05,0x75,54,0x072837,0xFD,54
0x061FB1,0x80,39,0x1D5E71,0x54,55,0x0027F8,0xFE,55
0x0B7E7B,0x01,40,0x1E4E7D,0x51,55,0x054771,0xEF,56
0x1DF79E,0x10,40,0x0B2A86,0x54,56,0x058771,0xEF,56
0x0664C9,0x80,41,0x0FCD65,0x45,57,0x1CFFB7,0xFE,56
0x0A5641,0x04,42,0x184E4B,0x45,58,0x01DD39,0xBF,57
0x0A5643,0x04,42,0x04B66C,0x5D,59,0x0477ED,0xBF,57
0x0A5645,0x04,42,0x063CAC,0x15,59,0x05FBA6,0x7F,57
0x0A9641,0x04,42,0x06DCAA,0x15,59,0x17EAD8,0xEF,58
0x0E60DC,0x01,42,0x1519CB,0x45,59,0x1B3344,0xEF,59
0x0EA0DC,0x01,42,0x15F9CB,0x5D,59,0x0FA855,0xFD,60
0x1D24F4,0x01,42,0x1D362F,0x75,60,0x166F70,0xEF,60
0x1D64F4,0x01,42,0x1DD62F,0x75,60,0x1924AA,0xFB,60
0x1DA4F4,0x01,42,0x07A34E,0x15,61,0xFFFFFFFF,0xFF,61
0x0C2D49,0x02,43,0x0D7783,0x5D,62,0xFFFFFFFF,0xFF,61
0x113D3C,0x04,44,0x0D7785,0x5D,62,0xFFFFFFFF,0xFF,61
0x013270,0x20,45,0x0DB783,0x5D,62,0xFFFFFFFF,0xFF,61
0x1F5525,0x20,46,0x0E77BB,0x51,62,0xFFFFFFFF,0xFF,61
0x0CC686,0x01,47,0x0F4E25,0x57,62,0xFFFFFFFF,0xFF,61
0x0A7E8D,0x20,48,0x0F8E25,0x57,62,0xFFFFFFFF,0xFF,61
0x026E36,0x10,49,0x116946,0x75,62,0xFFFFFFFF,0xFF,61
0x02AE36,0x10,49,0x033113,0xD5,63,0xFFFFFFFF,0xFF,61
0x08CF29,0x20,49,0x033115,0xD5,63,0xFFFFFFFF,0xFF,61
0x0E8D10,0x04,49,0x1EAF87,0x5D,63,0xFFFFFFFF,0xFF,61
0x0B62E3,0x20,50,0x0B8BD7,0x57,64,0xFFFFFFFF,0xFF,61
0x0B62E5,0x20,50,0xFFFFFFFF,0x55,65,0xFFFFFFFF,0xFF,61
0x0BA2E3,0x20,50,0xFFFFFFFF,0x56,66,0xFFFFFFFF,0xFF,61
0x0BA2E5,0x20,50,0xFFFFFFFF,0x57,67,0xFFFFFFFF,0xFF,61
0x16D6FB,0x20,50,0xFFFFFFFF,0x58,68,0xFFFFFFFF,0xFF,61
0x1B43C4,0x80,51,0xFFFFFFFF,0x59,69,0xFFFFFFFF,0xFF,61
0x12101D,0x20,52,0xFFFFFFFF,0x60,70,0xFFFFFFFF,0xFF,61
0x08A97E,0x10,53,0xFFFFFFFF,0x61,71,0xFFFFFFFF,0xFF,61
0x002BBC,0x04,54,0xFFFFFFFF,0x62,72,0xFFFFFFFF,0xFF,61
0x1910E8,0x01,55,0xFFFFFFFF,0x63,73,0xFFFFFFFF,0xFF,61
0x00EAE3,0x04,56,0xFFFFFFFF,0x64,74,0xFFFFFFFF,0xFF,61
0x030C27,0x08,56,0xFFFFFFFF,0x65,75,0xFFFFFFFF,0xFF,61
